date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:54:13	1251/1251	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2020%20May%202024%2009:54:13%20GMT	https://www.elonwiftrump.fun/robots.txt		(from )
10:54:13	11734/11734	---M-Z	200	added ('OK')	text/html	date:Sat,%2018%20May%202024%2020:12:36%20GMT	https://www.elonwiftrump.fun/	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/index.html	(from )
10:54:13	40399/40399	---M-Z	200	added ('OK')	text/css	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/css/style.css	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/css/style.css	(from https://www.elonwiftrump.fun/)
10:54:14	30996/30996	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2016:43:19%20GMT	https://www.elonwiftrump.fun/logo.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/logo.png	(from https://www.elonwiftrump.fun/)
10:54:15	495212/495212	---M--	200	added ('OK')	image/x-icon	date:Fri,%2017%20May%202024%2016:51:48%20GMT	https://www.elonwiftrump.fun/favicon.ico	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/favicon.ico	(from https://www.elonwiftrump.fun/)
10:54:15	22484/22484	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/images/dec1.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/images/dec1.png	(from https://www.elonwiftrump.fun/)
10:54:15	30883/30883	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/images/dec2.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/images/dec2.png	(from https://www.elonwiftrump.fun/)
10:54:16	2730/2730	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/images/1.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/images/1.png	(from https://www.elonwiftrump.fun/)
10:54:16	216365/216365	---M--	200	added ('OK')	image/jpeg	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/images/bg.jpg	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/images/bg.jpg	(from https://www.elonwiftrump.fun/)
10:54:16	495212/495212	---M--	200	added ('OK')	image/png	date:Fri,%2017%20May%202024%2015:34:53%20GMT	https://www.elonwiftrump.fun/3.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/3.png	(from https://www.elonwiftrump.fun/)
10:54:17	3111/3111	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/images/2.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/images/2.png	(from https://www.elonwiftrump.fun/)
10:54:17	3479/3479	---M--	200	added ('OK')	image/png	date:Mon,%2022%20Jan%202024%2021:36:56%20GMT	https://www.elonwiftrump.fun/images/3.png	C:/Users/USER/Desktop/$MAGA/https___www.elonwiftrump.fun_/www.elonwiftrump.fun/images/3.png	(from https://www.elonwiftrump.fun/)
